File Name,Call Type,Length (seconds),Start Time,Trap Number
Crossroad-140419_223002-S13-E22,Male,9.0,2019-04-15 10:30,Secretary_Island/Crossroad
Crossroad-140419_223002-S247-E277,Male,30.0,2019-04-15 10:34,Secretary_Island/Crossroad
Crossroad-140419_223002-S281-E299,Male,18.0,2019-04-15 10:34,Secretary_Island/Crossroad
Crossroad-140419_224502-S320-E334,Male,14.0,2019-04-15 10:50,Secretary_Island/Crossroad
Crossroad-140419_224502-S398-E408,Male,10.0,2019-04-15 10:51,Secretary_Island/Crossroad
Crossroad-140419_224502-S416-E437,Male,21.0,2019-04-15 10:51,Secretary_Island/Crossroad
Crossroad-140419_234502-S472-E490,Male,18.0,2019-04-15 11:52,Secretary_Island/Crossroad
Crossroad-150319_231502-S213-E228,Female,15.0,2019-03-16 12:18,Secretary_Island/Crossroad
Crossroad-150319_231502-S229-E250,Male,21.0,2019-03-16 12:18,Secretary_Island/Crossroad
Crossroad-150320_223002-S250-E262,Male,12.0,2020-03-16 11:34,Secretary_Island/Crossroad
Crossroad-150320_224502-S69-E87,Male,18.0,2020-03-16 11:46,Secretary_Island/Crossroad
Crossroad-160319_224502-S194-E201,Male,7.0,2019-03-17 11:48,Secretary_Island/Crossroad
Crossroad-160319_230002-S277-E293,Male,16.0,2019-03-17 12:04,Secretary_Island/Crossroad
Crossroad-160319_234502-S119-E146,Male,27.0,2019-03-17 12:47,Secretary_Island/Crossroad
Crossroad-160320_220001-S889-E896,Male,7.0,2020-03-17 11:14,Secretary_Island/Crossroad
Crossroad-160320_221502-S1-E12,Male,11.0,2020-03-17 11:15,Secretary_Island/Crossroad
Crossroad-160320_230002-S811-E832,Male,21.0,2020-03-17 12:13,Secretary_Island/Crossroad
Crossroad-160320_231502-S771-E777,Male,6.0,2020-03-17 12:27,Secretary_Island/Crossroad
Crossroad-160419_220001-S731-E750,Male,19.0,2019-04-17 10:12,Secretary_Island/Crossroad
Crossroad-160519_220001-S521-E527,Male,6.0,2019-05-17 10:08,Secretary_Island/Crossroad
Crossroad-160519_220001-S533-E542,Female,9.0,2019-05-17 10:08,Secretary_Island/Crossroad
Crossroad-160519_221502-S3-E25,Male,22.0,2019-05-17 10:15,Secretary_Island/Crossroad
Crossroad-160519_221502-S793-E803,Male,10.0,2019-05-17 10:28,Secretary_Island/Crossroad
Crossroad-160519_230002-S17-E23,Male,6.0,2019-05-17 11:00,Secretary_Island/Crossroad
Crossroad-170319_230002-S367-E376,Male,9.0,2019-03-18 12:06,Secretary_Island/Crossroad
Crossroad-170320_224502-S726-E732,Male,6.0,2020-03-18 11:57,Secretary_Island/Crossroad
Crossroad-170320_224502-S741-E750,Male,9.0,2020-03-18 11:57,Secretary_Island/Crossroad
Crossroad-170320_224502-S815-E842,Male,27.0,2020-03-18 11:58,Secretary_Island/Crossroad
Crossroad-170320_234502-S529-E550,Male,21.0,2020-03-18 12:53,Secretary_Island/Crossroad
Crossroad-170320_234502-S588-E618,Male,30.0,2020-03-18 12:54,Secretary_Island/Crossroad
Crossroad-170419_234502-S98-E125,Male,27.0,2019-04-18 11:46,Secretary_Island/Crossroad
Crossroad-170519_221502-S614-E624,Male,10.0,2019-05-18 10:25,Secretary_Island/Crossroad
Crossroad-180320_220001-S269-E299,Male,30.0,2020-03-19 11:04,Secretary_Island/Crossroad
Crossroad-180320_221502-S400-E425,Male,25.0,2020-03-19 11:21,Secretary_Island/Crossroad
Crossroad-180419_220001-S507-E531,Male,24.0,2019-04-19 10:08,Secretary_Island/Crossroad
Crossroad-180419_223002-S152-E167,Male,15.0,2019-04-19 10:32,Secretary_Island/Crossroad
Crossroad-180419_224502-S549-E573,Male,24.0,2019-04-19 10:54,Secretary_Island/Crossroad
Crossroad-190419_231502-S775-E785,Male,10.0,2019-04-20 11:27,Secretary_Island/Crossroad
Crossroad-190419_231502-S792-E813,Male,21.0,2019-04-20 11:28,Secretary_Island/Crossroad
Crossroad-190419_231502-S831-E840,Male,9.0,2019-04-20 11:28,Secretary_Island/Crossroad
Crossroad-200319_221503-S280-E293,Male,13.0,2019-03-21 11:19,Secretary_Island/Crossroad
Crossroad-200320_220001-S441-E456,Male,15.0,2020-03-21 11:07,Secretary_Island/Crossroad
Crossroad-200320_220001-S606-E619,Female,13.0,2020-03-21 11:10,Secretary_Island/Crossroad
Crossroad-200320_221502-S564-E582,Female,18.0,2020-03-21 11:24,Secretary_Island/Crossroad
Crossroad-200320_221502-S623-E650,Male,27.0,2020-03-21 11:25,Secretary_Island/Crossroad
Crossroad-200320_223002-S422-E429,Male,7.0,2020-03-21 11:37,Secretary_Island/Crossroad
Crossroad-200320_224502-S88-E104,Male,16.0,2020-03-21 11:46,Secretary_Island/Crossroad
Crossroad-200320_231502-S378-E393,Male,15.0,2020-03-21 12:21,Secretary_Island/Crossroad
Crossroad-200320_233002-S467-E494,Male,27.0,2020-03-21 12:37,Secretary_Island/Crossroad
Crossroad-200320_233002-S690-E697,Male,7.0,2020-03-21 12:41,Secretary_Island/Crossroad
Crossroad-200320_234502-S455-E473,Male,18.0,2020-03-21 12:52,Secretary_Island/Crossroad
Crossroad-200419_233002-S160-E170,Male,10.0,2019-04-21 11:32,Secretary_Island/Crossroad
Crossroad-200419_233002-S169-E182,Female,13.0,2019-04-21 11:32,Secretary_Island/Crossroad
Crossroad-200419_234502-S761-E780,Male,19.0,2019-04-21 11:57,Secretary_Island/Crossroad
Crossroad-210319_220001-S198-E222,Male,24.0,2019-03-22 11:03,Secretary_Island/Crossroad
Crossroad-210319_234502-S330-E346,Male,16.0,2019-03-22 12:50,Secretary_Island/Crossroad
Crossroad-210319_234502-S367-E380,Male,13.0,2019-03-22 12:51,Secretary_Island/Crossroad
Crossroad-210319_234502-S381-E404,Male,23.0,2019-03-22 12:51,Secretary_Island/Crossroad
Crossroad-210319_234502-S600-E610,Male,10.0,2019-03-22 12:55,Secretary_Island/Crossroad
Crossroad-210319_234502-S795-E808,Male,13.0,2019-03-22 12:58,Secretary_Island/Crossroad
Crossroad-210419_220001-S327-E334,Male,7.0,2019-04-22 10:05,Secretary_Island/Crossroad
Crossroad-210419_233002-S59-E89,Male,30.0,2019-04-22 11:31,Secretary_Island/Crossroad
Crossroad-210419_234502-S660-E684,Male,24.0,2019-04-22 11:56,Secretary_Island/Crossroad
Crossroad-220220_220001-S173-E197,Male,24.0,2020-02-23 11:02,Secretary_Island/Crossroad
Crossroad-220220_220001-S538-E565,Male,27.0,2020-02-23 11:08,Secretary_Island/Crossroad
Crossroad-220220_224502-S268-E298,Male,30.0,2020-02-23 11:49,Secretary_Island/Crossroad
Crossroad-220319_221502-S193-E220,Male,27.0,2019-03-23 11:18,Secretary_Island/Crossroad
Crossroad-220319_233002-S776-E791,Male,15.0,2019-03-23 12:42,Secretary_Island/Crossroad
Crossroad-220319_233002-S808-E824,Male,16.0,2019-03-23 12:43,Secretary_Island/Crossroad
Crossroad-220320_221502-S714-E741,Male,27.0,2020-03-23 11:26,Secretary_Island/Crossroad
Crossroad-220320_234502-S470-E497,Male,27.0,2020-03-23 12:52,Secretary_Island/Crossroad
Crossroad-220419_223002-S64-E85,Male,21.0,2019-04-23 10:31,Secretary_Island/Crossroad
Crossroad-220419_234502-S478-E491,Male,13.0,2019-04-23 11:53,Secretary_Island/Crossroad
Crossroad-220419_234502-S642-E649,Male,7.0,2019-04-23 11:55,Secretary_Island/Crossroad
Crossroad-230220_220001-S158-E170,Male,12.0,2020-02-24 11:02,Secretary_Island/Crossroad
Crossroad-230220_230002-S482-E509,Male,27.0,2020-02-24 12:08,Secretary_Island/Crossroad
Crossroad-230220_230002-S539-E557,Male,18.0,2020-02-24 12:09,Secretary_Island/Crossroad
Crossroad-230220_233002-S102-E120,Male,18.0,2020-02-24 12:31,Secretary_Island/Crossroad
Crossroad-230220_233002-S31-E58,Male,27.0,2020-02-24 12:30,Secretary_Island/Crossroad
Crossroad-230220_233002-S619-E635,Male,16.0,2020-02-24 12:40,Secretary_Island/Crossroad
Crossroad-230318_233002-S133-E149,Male,16.0,2018-03-24 12:32,Secretary_Island/Crossroad
Crossroad-230319_230002-S56-E77,Male,21.0,2019-03-24 12:00,Secretary_Island/Crossroad
Crossroad-230320_224502-S392-E398,Female,6.0,2020-03-24 11:51,Secretary_Island/Crossroad
Crossroad-230320_224502-S410-E419,Male,9.0,2020-03-24 11:51,Secretary_Island/Crossroad
Crossroad-230320_230002-S175-E190,Female,15.0,2020-03-24 12:02,Secretary_Island/Crossroad
Crossroad-230320_233002-S324-E339,Female,15.0,2020-03-24 12:35,Secretary_Island/Crossroad
Crossroad-230320_234502-S872-E890,Female,18.0,2020-03-24 12:59,Secretary_Island/Crossroad
Crossroad-230419_221502-S853-E871,Male,18.0,2019-04-24 10:29,Secretary_Island/Crossroad
Crossroad-230419_234502-S186-E216,Male,30.0,2019-04-24 11:48,Secretary_Island/Crossroad
Crossroad-240220_224502-S339-E352,Male,13.0,2020-02-25 11:50,Secretary_Island/Crossroad
Crossroad-240220_230002-S657-E681,Male,24.0,2020-02-25 12:10,Secretary_Island/Crossroad
Crossroad-240220_234502-S1-E22,Male,21.0,2020-02-25 12:45,Secretary_Island/Crossroad
Crossroad-240220_234502-S193-E203,Female,10.0,2020-02-25 12:48,Secretary_Island/Crossroad
Crossroad-240318_233002-S2-E17,Male,15.0,2018-03-25 12:30,Secretary_Island/Crossroad
Crossroad-240318_233002-S594-E621,Male,27.0,2018-03-25 12:39,Secretary_Island/Crossroad
Crossroad-240319_220001-S673-E685,Male,12.0,2019-03-25 11:11,Secretary_Island/Crossroad
Crossroad-240319_224502-S640-E655,Male,15.0,2019-03-25 11:55,Secretary_Island/Crossroad
Crossroad-240320_221502-S671-E687,Male,16.0,2020-03-25 11:26,Secretary_Island/Crossroad
Crossroad-240320_230002-S804-E810,Male,6.0,2020-03-25 12:13,Secretary_Island/Crossroad
Crossroad-240320_230002-S813-E831,Male,18.0,2020-03-25 12:13,Secretary_Island/Crossroad
Crossroad-240320_231502-S640-E661,Male,21.0,2020-03-25 12:25,Secretary_Island/Crossroad
Crossroad-240320_233002-S841-E869,Male,28.0,2020-03-25 12:44,Secretary_Island/Crossroad
Crossroad-240320_234502-S617-E630,Male,13.0,2020-03-25 12:55,Secretary_Island/Crossroad
Crossroad-240419_224502-S756-E780,Male,24.0,2019-04-25 10:57,Secretary_Island/Crossroad
Crossroad-240419_230002-S362-E378,Male,16.0,2019-04-25 11:06,Secretary_Island/Crossroad
Crossroad-250220_223002-S248-E255,Male,7.0,2020-02-26 11:34,Secretary_Island/Crossroad
Crossroad-250220_230002-S595-E622,Male,27.0,2020-02-26 12:09,Secretary_Island/Crossroad
Crossroad-250220_230002-S728-E752,Male,24.0,2020-02-26 12:12,Secretary_Island/Crossroad
Crossroad-250220_231502-S560-E578,Male,18.0,2020-02-26 12:24,Secretary_Island/Crossroad
Crossroad-250220_231502-S589-E596,Female,7.0,2020-02-26 12:24,Secretary_Island/Crossroad
Crossroad-250220_234502-S420-E444,Male,24.0,2020-02-26 12:52,Secretary_Island/Crossroad
Crossroad-250318_221502-S585-E592,Male,7.0,2018-03-26 11:24,Secretary_Island/Crossroad
Crossroad-250320_223002-S557-E581,Female,24.0,2020-03-26 11:39,Secretary_Island/Crossroad
Crossroad-250320_231502-S418-E424,Male,6.0,2020-03-26 12:22,Secretary_Island/Crossroad
Crossroad-250320_231502-S444-E454,Female,10.0,2020-03-26 12:22,Secretary_Island/Crossroad
Crossroad-270220_221503-S514-E524,Male,10.0,2020-02-28 11:23,Secretary_Island/Crossroad
Crossroad-270220_221503-S529-E536,Male,7.0,2020-02-28 11:23,Secretary_Island/Crossroad
Crossroad-270220_223002-S734-E758,Male,24.0,2020-02-28 11:42,Secretary_Island/Crossroad
Crossroad-270220_233002-S229-E236,Male,7.0,2020-02-28 12:33,Secretary_Island/Crossroad
Crossroad-270220_233002-S744-E760,Male,16.0,2020-02-28 12:42,Secretary_Island/Crossroad
Crossroad-270220_233002-S762-E772,Male,10.0,2020-02-28 12:42,Secretary_Island/Crossroad
Crossroad-270319_230002-S487-E507,Male,20.0,2019-03-28 12:08,Secretary_Island/Crossroad
Crossroad-270319_233002-S105-E123,Male,18.0,2019-03-28 12:31,Secretary_Island/Crossroad
Crossroad-270319_233002-S79-E92,Male,13.0,2019-03-28 12:31,Secretary_Island/Crossroad
Crossroad-270319_233002-S869-E884,Male,15.0,2019-03-28 12:44,Secretary_Island/Crossroad
Crossroad-270319_233002-S887-E898,Male,11.0,2019-03-28 12:44,Secretary_Island/Crossroad
Crossroad-270319_233002-S96-E102,Male,6.0,2019-03-28 12:31,Secretary_Island/Crossroad
Crossroad-270319_234502-S12-E28,Male,16.0,2019-03-28 12:45,Secretary_Island/Crossroad
Crossroad-270319_234502-S48-E58,Male,10.0,2019-03-28 12:45,Secretary_Island/Crossroad
Crossroad-270319_234502-S866-E893,Male,27.0,2019-03-28 12:59,Secretary_Island/Crossroad
Crossroad-270320_221502-S142-E169,Male,27.0,2020-03-28 11:17,Secretary_Island/Crossroad
Crossroad-270320_231502-S664-E676,Male,12.0,2020-03-28 12:26,Secretary_Island/Crossroad
Crossroad-270320_231502-S679-E685,Male,6.0,2020-03-28 12:26,Secretary_Island/Crossroad
Crossroad-270320_231502-S770-E791,Male,21.0,2020-03-28 12:27,Secretary_Island/Crossroad
Crossroad-270419_220001-S124-E134,Male,10.0,2019-04-28 10:02,Secretary_Island/Crossroad
Crossroad-270419_220001-S140-E158,Male,18.0,2019-04-28 10:02,Secretary_Island/Crossroad
Crossroad-270419_220001-S172-E215,Male,43.0,2019-04-28 10:02,Secretary_Island/Crossroad
Crossroad-270419_220001-S427-E437,Male,10.0,2019-04-28 10:07,Secretary_Island/Crossroad
Crossroad-270419_231502-S505-E512,Female,7.0,2019-04-28 11:23,Secretary_Island/Crossroad
Crossroad-270419_231502-S510-E517,Male,7.0,2019-04-28 11:23,Secretary_Island/Crossroad
Crossroad-270419_234502-S446-E467,Male,21.0,2019-04-28 11:52,Secretary_Island/Crossroad
Crossroad-280220_224502-S483-E493,Male,10.0,2020-02-29 11:53,Secretary_Island/Crossroad
Crossroad-280318_220001-S284-E310,Male,26.0,2018-03-29 11:04,Secretary_Island/Crossroad
Crossroad-280318_234502-S184-E191,Male,7.0,2018-03-29 12:48,Secretary_Island/Crossroad
Crossroad-280318_234502-S360-E383,Male,23.0,2018-03-29 12:51,Secretary_Island/Crossroad
Crossroad-280318_234502-S501-E511,Male,10.0,2018-03-29 12:53,Secretary_Island/Crossroad
Crossroad-280319_221502-S17-E33,Male,16.0,2019-03-29 11:15,Secretary_Island/Crossroad
Crossroad-280319_230002-S683-E699,Male,16.0,2019-03-29 12:11,Secretary_Island/Crossroad
Crossroad-280320_223002-S488-E494,Female,6.0,2020-03-29 11:38,Secretary_Island/Crossroad
Crossroad-280320_230002-S303-E330,Male,27.0,2020-03-29 12:05,Secretary_Island/Crossroad
Crossroad-290220_221502-S515-E539,Male,24.0,2020-03-01 11:23,Secretary_Island/Crossroad
Crossroad-290220_233002-S792-E814,Male,22.0,2020-03-01 12:43,Secretary_Island/Crossroad
Crossroad-290319_223002-S55-E65,Female,10.0,2019-03-30 11:30,Secretary_Island/Crossroad
Crossroad-290319_230002-S461-E467,Male,6.0,2019-03-30 12:07,Secretary_Island/Crossroad
Crossroad-290319_231502-S553-E571,Male,18.0,2019-03-30 12:24,Secretary_Island/Crossroad
Crossroad-290320_220001-S178-E205,Male,27.0,2020-03-30 11:02,Secretary_Island/Crossroad
Crossroad-290320_221502-S219-E237,Male,18.0,2020-03-30 11:18,Secretary_Island/Crossroad
Crossroad-290320_221502-S235-E253,Female,18.0,2020-03-30 11:18,Secretary_Island/Crossroad
Crossroad-290320_221502-S262-E268,Female,6.0,2020-03-30 11:19,Secretary_Island/Crossroad
Crossroad-290320_221502-S279-E303,Male,24.0,2020-03-30 11:19,Secretary_Island/Crossroad
Crossroad-290320_221502-S480-E501,Male,21.0,2020-03-30 11:23,Secretary_Island/Crossroad
Crossroad-290320_224502-S689-E713,Male,24.0,2020-03-30 11:56,Secretary_Island/Crossroad
Crossroad-290419_220001-S446-E469,Female,23.0,2019-04-30 10:07,Secretary_Island/Crossroad
Crossroad-290419_220001-S724-E747,Male,23.0,2019-04-30 10:12,Secretary_Island/Crossroad
Crossroad-290419_230002-S103-E124,Male,21.0,2019-04-30 11:01,Secretary_Island/Crossroad
Crossroad-290419_230002-S398-E434,Male,36.0,2019-04-30 11:06,Secretary_Island/Crossroad
Crossroad-290419_234502-S535-E553,Male,18.0,2019-04-30 11:53,Secretary_Island/Crossroad
Crossroad-300320_220001-S705-E723,Male,18.0,2020-03-31 11:11,Secretary_Island/Crossroad
Crossroad-300419_220001-S395-E404,Female,9.0,2019-05-01 10:06,Secretary_Island/Crossroad
Crossroad-300419_220001-S405-E423,Male,18.0,2019-05-01 10:06,Secretary_Island/Crossroad
Crossroad-300419_224502-S662-E686,Male,24.0,2019-05-01 10:56,Secretary_Island/Crossroad
Crossroad-310318_220001-S578-E602,Male,24.0,2018-04-01 10:09,Secretary_Island/Crossroad
Crossroad-310318_231502-S520-E536,Male,16.0,2018-04-01 11:23,Secretary_Island/Crossroad
Crossroad-310318_231502-S570-E592,Male,22.0,2018-04-01 11:24,Secretary_Island/Crossroad
Crossroad-310318_234502-S10-E23,Male,13.0,2018-04-01 11:45,Secretary_Island/Crossroad
Crossroad-310320_220001-S141-E154,Male,13.0,2020-04-01 11:02,Secretary_Island/Crossroad
Crossroad-310320_220001-S162-E180,Male,18.0,2020-04-01 11:02,Secretary_Island/Crossroad
Crossroad-310320_220001-S22-E35,Male,13.0,2020-04-01 11:00,Secretary_Island/Crossroad
Crossroad-310320_220001-S576-E583,Male,7.0,2020-04-01 11:09,Secretary_Island/Crossroad
Crossroad-310320_224502-S117-E135,Male,18.0,2020-04-01 11:46,Secretary_Island/Crossroad
Grono-010419_221503-S861-E877,Male,16.0,2019-04-02 11:29,Secretary_Island/Grono
Grono-010419_221503-S881-E897,Male,16.0,2019-04-02 11:29,Secretary_Island/Grono
Grono-010519_224502-S198-E205,Male,7.0,2019-05-02 10:48,Secretary_Island/Grono
Grono-010519_233002-S775-E784,Male,9.0,2019-05-02 11:42,Secretary_Island/Grono
Grono-010519_234502-S105-E117,Female,12.0,2019-05-02 11:46,Secretary_Island/Grono
Grono-010519_234502-S114-E123,Male,9.0,2019-05-02 11:46,Secretary_Island/Grono
Grono-010519_234502-S129-E144,Male,15.0,2019-05-02 11:47,Secretary_Island/Grono
Grono-010519_234502-S5-E20,Male,15.0,2019-05-02 11:45,Secretary_Island/Grono
Grono-020419_221503-S354-E366,Female,12.0,2019-04-03 11:20,Secretary_Island/Grono
Grono-020419_230002-S839-E860,Male,21.0,2019-04-03 12:14,Secretary_Island/Grono
Grono-020519_230002-S597-E612,Male,15.0,2019-05-03 11:09,Secretary_Island/Grono
Grono-020519_230002-S672-E681,Female,9.0,2019-05-03 11:11,Secretary_Island/Grono
Grono-020519_230002-S684-E693,Female,9.0,2019-05-03 11:11,Secretary_Island/Grono
Grono-020519_230002-S691-E704,Male,13.0,2019-05-03 11:11,Secretary_Island/Grono
Grono-020519_233002-S210-E231,Male,21.0,2019-05-03 11:33,Secretary_Island/Grono
Grono-020519_233002-S680-E707,Male,27.0,2019-05-03 11:41,Secretary_Island/Grono
Grono-030419_220001-S502-E510,Female,8.0,2019-04-04 11:08,Secretary_Island/Grono
Grono-030419_220001-S531-E555,Male,24.0,2019-04-04 11:08,Secretary_Island/Grono
Grono-030419_223003-S510-E516,Male,6.0,2019-04-04 11:38,Secretary_Island/Grono
Grono-030419_233002-S374-E386,Male,12.0,2019-04-04 12:36,Secretary_Island/Grono
Grono-030419_234502-S255-E261,Male,6.0,2019-04-04 12:49,Secretary_Island/Grono
Grono-030419_234502-S313-E319,Male,6.0,2019-04-04 12:50,Secretary_Island/Grono
Grono-030419_234502-S322-E331,Male,9.0,2019-04-04 12:50,Secretary_Island/Grono
Grono-030419_234502-S384-E414,Male,30.0,2019-04-04 12:51,Secretary_Island/Grono
Grono-030519_220001-S666-E678,Male,12.0,2019-05-04 10:11,Secretary_Island/Grono
Grono-030519_224502-S648-E660,Male,12.0,2019-05-04 10:55,Secretary_Island/Grono
Grono-030519_224502-S663-E678,Male,15.0,2019-05-04 10:56,Secretary_Island/Grono
Grono-030519_233003-S524-E533,Male,9.0,2019-05-04 11:38,Secretary_Island/Grono
Grono-040419_231502-S285-E292,Male,7.0,2019-04-05 12:19,Secretary_Island/Grono
Grono-050419_221503-S692-E713,Male,21.0,2019-04-06 11:26,Secretary_Island/Grono
Grono-050419_223003-S617-E623,Male,6.0,2019-04-06 11:40,Secretary_Island/Grono
Grono-050419_224502-S251-E263,Male,12.0,2019-04-06 11:49,Secretary_Island/Grono
Grono-050419_224502-S780-E801,Male,21.0,2019-04-06 11:58,Secretary_Island/Grono
Grono-050419_224502-S841-E859,Female,18.0,2019-04-06 11:59,Secretary_Island/Grono
Grono-050419_230002-S243-E249,Male,6.0,2019-04-06 12:04,Secretary_Island/Grono
Grono-050419_233002-S197-E204,Male,7.0,2019-04-06 12:33,Secretary_Island/Grono
Grono-050519_220001-S121-E133,Male,12.0,2019-05-06 10:02,Secretary_Island/Grono
Grono-050519_220001-S80-E100,Male,20.0,2019-05-06 10:01,Secretary_Island/Grono
Grono-060419_220001-S221-E233,Female,12.0,2019-04-07 10:03,Secretary_Island/Grono
Grono-060419_220001-S232-E262,Male,30.0,2019-04-07 10:03,Secretary_Island/Grono
Grono-060419_220001-S597-E609,Female,12.0,2019-04-07 10:09,Secretary_Island/Grono
Grono-060419_220001-S608-E638,Male,30.0,2019-04-07 10:10,Secretary_Island/Grono
Grono-060419_220001-S818-E839,Male,21.0,2019-04-07 10:13,Secretary_Island/Grono
